/documents/address-accepting-the-presidential-nomination-the-democratic-national-convention-denver,"Address Accepting the Presidential Nomination at the Democratic National Convention in Denver: ""The American Promise...",2008-08-28
/documents/remarks-the-aarp-life50-national-expo-washington-dc,"Remarks at the AARP Life@50+ National Expo in Washington, DC",2008-09-06
/documents/remarks-dayton-ohio-4,"Remarks in Dayton, Ohio",2008-09-09
/documents/remarks-the-congressional-hispanic-caucus-institute-gala-washington-dc,"Remarks to the Congressional Hispanic Caucus Institute Gala in Washington, DC",2008-09-10
/documents/remarks-dover-new-hampshire,"Remarks in Dover, New Hampshire",2008-09-12
/documents/remarks-golden-colorado,"Remarks in Golden, Colorado",2008-09-16
/documents/remarks-elko-nevada,"Remarks in Elko, Nevada",2008-09-17
/documents/remarks-espanola-new-mexico,"Remarks in Espanola, New Mexico",2008-09-18
/documents/remarks-coral-gables-florida,"Remarks in Coral Gables, Florida",2008-09-19
/documents/remarks-daytona-beach-florida-1,"Remarks in Daytona Beach, Florida",2008-09-20
/documents/remarks-charlotte-north-carolina-0,"Remarks in Charlotte, North Carolina",2008-09-21
/documents/remarks-green-bay-wisconsin,"Remarks in Green Bay, Wisconsin",2008-09-22
/documents/remarks-tampa-florida-4,"Remarks in Tampa, Florida",2008-09-23
/documents/remarks-dunedin-florida,"Remarks in Dunedin, Florida",2008-09-24
/documents/remarks-the-clinton-global-initiative-new-york-city,Remarks to the Clinton Global Initiative in New York City,2008-09-25
/documents/remarks-greensboro-north-carolina-1,"Remarks in Greensboro, North Carolina",2008-09-27
/documents/remarks-detroit-michigan,"Remarks in Detroit, Michigan",2008-09-28
/documents/remarks-westminster-colorado,"Remarks in Westminster, Colorado",2008-09-29
/documents/remarks-reno-nevada-1,"Remarks in Reno, Nevada",2008-09-30
/documents/remarks-la-crosse-wisconsin-1,"Remarks in La Crosse, Wisconsin",2008-10-01
/documents/remarks-grand-rapids-michigan-2,"Remarks in Grand Rapids, Michigan",2008-10-02
/documents/remarks-abington-pennsylvania,"Remarks in Abington, Pennsylvania",2008-10-03
/documents/remarks-newport-news-virginia,"Remarks in Newport News, Virginia",2008-10-04
/documents/remarks-asheville-north-carolina-1,"Remarks in Asheville, North Carolina",2008-10-05
/documents/remarks-indianapolis-indiana-5,"Remarks in Indianapolis, Indiana",2008-10-08
/documents/remarks-dayton-ohio-2,"Remarks in Dayton, Ohio",2008-10-09
/documents/remarks-chillicothe-ohio-1,"Remarks in Chillicothe, Ohio",2008-10-10
/documents/remarks-philadelphia-pennsylvania-2,"Remarks in Philadelphia, Pennsylvania",2008-10-11
/documents/remarks-toledo-ohio-1,"Remarks in Toledo, Ohio",2008-10-13
/documents/remarks-londonderry-new-hampshire,"Remarks in Londonderry, New Hampshire",2008-10-15
/documents/remarks-the-al-smith-dinner-new-york-city,Remarks at the Al Smith Dinner in New York City,2008-10-16
/documents/remarks-roanoke-virginia-0,"Remarks in Roanoke, Virginia",2008-10-17
/documents/remarks-st-louis-missouri-3,"Remarks in St. Louis, Missouri",2008-10-18
/documents/remarks-fayetteville-north-carolina-0,"Remarks in Fayetteville, North Carolina",2008-10-19
/documents/remarks-tampa-bay-florida,"Remarks in Tampa Bay, Florida",2008-10-20
/documents/remarks-lake-worth-florida-0,"Remarks in Lake Worth, Florida",2008-10-21
/documents/remarks-miami-florida-5,"Remarks in Miami, Florida",2008-10-21
/documents/remarks-richmond-virginia-national-security-avail,"Remarks in Richmond, Virginia: National Security Avail",2008-10-22
/documents/remarks-richmond-virginia-0,"Remarks in Richmond, Virginia",2008-10-22
/documents/remarks-indianapolis-indiana-3,"Remarks in Indianapolis, Indiana",2008-10-23
/documents/remarks-charleston-west-virginia-1,"Remarks in Charleston, West Virginia",2008-10-24
/documents/remarks-reno-nevada-2,"Remarks in Reno, Nevada",2008-10-25
/documents/remarks-denver-colorado-3,"Remarks in Denver, Colorado",2008-10-26
/documents/remarks-canton-ohio-presenting-presidential-campaign-closing-argument,"Remarks in Canton, Ohio Presenting Presidential Campaign ""Closing Argument""",2008-10-27
/documents/remarks-chester-pennsylvania,"Remarks in Chester, Pennsylvania",2008-10-28
/documents/remarks-raleigh-north-carolina,"Remarks in Raleigh, North Carolina",2008-10-29
/documents/remarks-columbia-missouri-0,"Remarks in Columbia, Missouri",2008-10-30
/documents/remarks-sarasota-florida-0,"Remarks in Sarasota, Florida",2008-10-30
/documents/remarks-des-moines-iowa-1,"Remarks in Des Moines, Iowa",2008-10-31
/documents/remarks-columbus-ohio-6,"Remarks in Columbus, Ohio",2008-11-02
/documents/remarks-jacksonville-florida-1,"Remarks in Jacksonville, Florida",2008-11-03
